hip,ra,dec,Vmag,plx,period,SpType,main_id,NAME,rgb,otype_txt,oid,temp
2001,6.34211545,-39.26036989,6.91,8.37,,G8IV:,HD   2132,,"rgb(255,227,202)",PM*,1175268,4866
2006,6.35086824,1.93969241,5.77,5.5,,G5III,*  44 Psc,,"rgb(255,232,212)",**,1388770,5120
2021,6.43780017,-77.25424559,2.82,133.78,,G2IV,* bet Hyi,,"rgb(254,241,235)",PM*,3274779,5897
2024,6.42395538,54.9942055,6.78,0.11,,K2,HD   2112,,"rgb(253,195,139)",*,81183,3546
2025,6.42463225,7.69112176,6.77,3.33,,K0,*  45 Psc,,"rgb(254,211,169)",PM*,1414223,4121
2032,6.44004898,-27.71018982,6.88,6.89,,K2III,HD   2199,,"rgb(254,211,170)",PM*,1257591,4133
2036,6.46349051,71.80712616,6.91,1.07,,B1V,HD   2083,,"rgb(199,216,253)",Em*,239646,10421
2058,6.51534065,20.14685143,6.67,3.45,,B8,HD   2191,,"rgb(198,215,253)",*,1474674,10597
2074,6.55020136,56.77922902,6.71,4.45,,G5III,HD   2170,,"rgb(255,231,209)",PM*,105785,5053
2072,6.55084089,-43.67982953,3.93,42.51,,A7V,* kap Phe,,"rgb(223,231,255)",PM*,1152738,8361
2080,6.568731,3.8257566,6.9,2.3,1.67,B8,HD   2235,,"rgb(190,210,255)",Pu*,1404238,12066
2081,6.57104571,-42.30598151,2.4,42.14,,K0III...,* alf Phe,Ankaa,"rgb(255,221,189)",SB*,1152728,4551
2086,6.59063442,-18.6936325,6.24,4.3,,M1III,HD   2268,,"rgb(253,197,143)",*,1295972,3618
2087,6.59088471,49.0489909,6.94,1.53,,K0,HD   2219,,"rgb(254,211,170)",*,22418,4132
2100,6.65589128,-0.04953269,6.16,6.71,,G8III,*  10 Cet,,"rgb(255,230,208)",**,1369461,5015
2101,6.66444269,56.6412072,6.58,3.84,,B9V,HD   2244,,"rgb(204,219,254)",*,105787,9870
2106,6.67501111,-69.30710993,6.98,4.97,,K4III,HD   2354,,"rgb(254,207,163)",PM*,3280415,3986
2135,6.76905993,25.0420672,6.66,12.51,,F7IV,HD   2302,,"rgb(250,243,246)",PM*,1483493,6448
2142,6.78077979,80.0521408,6.53,6.35,,B9,HD   2169,,"rgb(194,213,254)",*,278944,11294
2151,6.80187466,49.98572539,6.95,5.22,,B9,HD   2301,,"rgb(200,216,253)",*,22411,10303
2159,6.81128534,-25.54717034,5.99,4.86,,K0III,HD   2363,,"rgb(255,224,195)",*,1257573,4690
2178,6.87945648,16.02548298,6.44,7.7,,A5,HD   2358,,"rgb(229,235,255)",PM*,1451593,7937
2184,6.9065624,-20.13452441,6.78,8.63,,A9V,HD   2395,,"rgb(233,237,255)",PM*,1287146,7719
2210,6.9820767,-33.00716708,4.86,5.95,,M2/M3III,* eta Scl,,"rgb(253,197,142)",LP*,1224959,3602
2213,6.99360814,19.51403887,6.4,6.12,,K0,*  46 Psc,,"rgb(255,226,198)",*,1462289,4766
2219,7.01214583,17.89312479,5.01,6.65,,M3IIIvar,*  47 Psc,,"rgb(253,199,146)",LP*,1462334,3671
2224,7.05293302,16.44506552,6.05,2.93,,K5III,*  48 Psc,,"rgb(253,199,146)",SB*,1451587,3677
2225,7.05689073,44.39445199,5.18,12.32,,A2Vs,HD   2421,,"rgb(206,220,254)",SB*,1589184,9618
2227,7.05881288,-29.04027141,6.75,7.5,,K1II,HD   2455,,"rgb(255,219,185)",PM*,1242532,4457
2235,7.08354832,10.18984766,6.05,27.51,,F6Vawvar,HD 2454,,"rgb(248,243,249)",PM*,1423566,6639
2237,7.08790055,-20.33505057,6.44,31.01,,G3V,HD   2475,,"rgb(254,242,237)",**,1287259,5991
2240,7.11050391,-39.91500236,5.42,7.86,,M0III,HD   2490,,"rgb(254,200,148)",PM*,1175278,3711
2243,7.11904577,32.43774469,6.87,6.59,,A2p...,V* GR And,,"rgb(214,225,255)",a2*,1512443,8970
2246,7.13838475,-11.23724377,6.86,15.86,,F5,HD   2488,,"rgb(252,243,243)",PM*,1315076,6234
2256,7.17969687,-50.53285929,6.26,8.58,,K0III,HD   2529,,"rgb(255,221,189)",PM*,3231830,4536
2270,7.23609127,36.89969434,6.28,7.03,,G5III,HD   2507,,"rgb(255,229,206)",*,1544940,4953
2304,7.34642065,-40.66543122,6.82,2.82,,G8/K0III,HD   2608,,"rgb(254,212,172)",*,1175286,4170
2312,7.37232221,-3.46927714,6.95,2.93,,K5,HD   2593,,"rgb(254,210,169)",*,1355667,4108
2320,7.40054537,62.06415249,7.0,7.1,,K2III,HD   2535,,"rgb(255,222,191)",PM*,165311,4603
2323,7.41277681,-2.8404242,6.89,5.2,,K2,HD   2612,,"rgb(254,204,156)",PM*,1355662,3859
2330,7.454175,-32.11598168,6.59,5.05,,K2/K3III,HD   2632,,"rgb(254,208,165)",*,1224947,4032
2337,7.46623887,-14.86410912,6.15,23.62,,F2/F3V,HD   2630,,"rgb(244,242,253)",PM*,1304875,6944
2353,7.50982453,-3.95733189,5.72,3.82,,M0III,*  12 Cet,,"rgb(254,200,149)",*,1355675,3727
2355,7.53068761,29.75155669,5.2,17.62,0.07,A7III,*  28 And,,"rgb(234,237,255)",dS*,1502905,7651
2358,7.53618898,4.86011126,6.52,14.87,,F5,HD   2648,,"rgb(248,243,249)",*,1404216,6610
2377,7.58305272,59.97755442,5.94,4.54,,B9IIIn,HD   2626,,"rgb(201,217,253)",**,129939,10162
2381,7.59439188,-23.78768034,5.17,18.08,,A3V,HD   2696,,"rgb(217,227,255)",**,1277741,8765
2383,7.60882391,-48.2149104,5.67,22.19,,F2V,HD   2726,,"rgb(243,242,254)",PM*,3232073,7060
2388,7.6159387,-40.93958587,6.18,7.77,,F2III,V* BB Phe,,"rgb(238,240,255)",dS*,1175289,7367
2392,7.62211803,-39.51854717,6.6,7.19,,K1III,HD   2723,,"rgb(255,218,184)",PM*,1175273,4427
2415,7.69646419,16.03761175,6.83,8.46,,A0,*  49 Psc,,"rgb(216,227,255)",*,1451601,8783
2422,7.72949979,77.01940431,6.18,25.37,,K0IV,HD 2589,,"rgb(255,231,209)",PM*,266189,5042
2431,7.74954979,-10.08470015,6.86,7.01,,A3,HD   2760,,"rgb(226,233,255)",*,1328540,8163
2440,7.76654761,55.70261482,6.57,7.97,,G5,HD   2701,,"rgb(255,217,183)",PM*,81204,4401
2455,7.80378056,43.94653955,6.76,2.44,,B8,HD   2739,,"rgb(195,214,253)",*,1589191,11000
2472,7.85408632,-48.80351439,4.76,18.97,,A0V,* lam01 Phe,,"rgb(203,219,254)",PM*,3232082,9906
2474,7.85512589,66.51961732,6.18,4.55,,B6V,*  13 Cas,,"rgb(192,212,254)",*,203882,11572
2475,7.85683233,33.58164217,5.88,6.98,,K1III...,HD   2767,,"rgb(255,218,184)",PM*,1531170,4444
2484,7.88611087,-62.95821764,4.36,23.35,,B9V,* bet01 Tuc,,"rgb(195,214,253)",**,3261639,11000
2487,7.88945045,-62.96556114,4.53,18.95,,A2V,* bet02 Tuc,,"rgb(219,229,255)",**,3261640,8597
2490,7.90036204,16.02091816,6.89,4.12,,K0,HD   2806,,"rgb(254,212,172)",*,1451603,4181
2491,7.90563071,9.16120135,6.99,3.96,,K2,HD   2807,,"rgb(254,206,160)",*,1423584,3942
2497,7.9214897,52.8395265,5.59,8.29,,K2III,HD   2774,,"rgb(255,217,182)",PM*,45238,4382
2505,7.94316214,54.52228873,4.74,9.2,,B8Vn,* lam Cas,,"rgb(192,212,254)",**,81219,11539
2517,7.97868187,19.64296504,6.87,3.59,,K5III,HD   2841,,"rgb(253,197,142)",*,1474605,3597
2537,8.04739482,53.8151038,6.94,1.76,,K2,HD   2825,,"rgb(254,201,151)",*,82017,3760
2539,8.05855119,34.99388587,6.74,9.62,,A5IV,HD   2866,,"rgb(225,232,255)",*,1531218,8233
2548,8.09909149,6.95546321,5.69,12.36,,B9.5V,*  51 Psc,,"rgb(200,216,253)",**,1414239,10303
2553,8.1116764,43.49479392,6.69,4.96,,A1Vn,HD   2888,,"rgb(201,217,253)",*,1589203,10200
2557,8.12500483,51.72825585,6.94,2.61,,K0,HD   2873,,"rgb(255,220,187)",*,45053,4512
2560,8.13298141,18.79488252,6.79,6.01,,K5,HD   2911,,"rgb(254,200,149)",PM*,1462305,3734
2565,8.14402159,27.58075887,6.68,3.64,,A2IV,HD   2924,,"rgb(211,224,255)",*,1493205,9185
2568,8.14785798,20.29431643,5.38,12.69,,K0III,*  52 Psc,,"rgb(255,222,191)",PM*,1474666,4582
2572,8.16411026,-25.35971437,6.72,8.31,,K0/K1III,HD   2947,,"rgb(255,216,180)",PM*,1257575,4356
2573,8.16478059,23.19342677,6.84,7.32,,G8III-IV,HD   2925,,"rgb(255,229,205)",PM*,1483534,4940
2576,8.17999872,38.84377096,6.9,4.47,,F0,HD   2923,,"rgb(242,241,254)",**,1544915,7077
2578,8.18293786,-63.03149984,5.07,21.52,,A0V,* bet03 Tuc,,"rgb(206,220,254)",**,3261644,9674
2581,8.19804237,54.11994806,6.91,3.56,,K2III,HD   2901,,"rgb(255,213,174)",PM*,82019,4214
2583,8.20452929,28.28024062,6.26,6.95,,G8II,HD   2942,,"rgb(255,227,201)",*,1502902,4828
2595,8.23258521,16.16723458,6.9,8.73,,F6III,HD   2954,,"rgb(251,243,245)",PM*,1451604,6352
2599,8.24996522,62.93178271,4.17,0.79,,B1Ia,* kap Cas,,"rgb(217,227,255)",s*b,165520,8747
2611,8.29331086,54.89498495,5.93,8.68,,K0III,HD   2952,,"rgb(255,223,194)",PM*,82008,4655
2628,8.330279,70.98184323,6.41,6.18,,A0Vn,HD   2904,,"rgb(201,217,253)",*,240254,10213
2629,8.34732858,-71.26624641,6.11,6.65,,A7IV,* tet Tuc,,"rgb(233,237,255)",dS*,3254347,7691
2661,8.42101003,-29.5582782,5.55,6.56,,K1III,HD   3059,,"rgb(254,212,173)",*,1242550,4190
2663,8.43252523,-35.00207835,6.41,27.63,,F8/G0V,HD   3074,,"rgb(254,241,235)",**,1209543,5901
2695,8.54498182,10.29920037,6.76,7.05,,G5,HD 3088,,"rgb(255,228,202)",PM*,1423774,4868
2701,8.58117258,-42.43123897,6.88,8.21,,A5IV,HD   3136,,"rgb(223,231,255)",PM*,1153413,8321
2707,8.60383943,66.75035143,6.47,5.77,,B9III,*  16 Cas,,"rgb(197,214,253)",**,203883,10780
2708,8.60478648,-45.42583004,6.8,5.71,,K3III,HD   3145,,"rgb(254,211,170)",*,3232281,4133
2710,8.61321144,-6.5039062,6.9,24.09,,F2,HD   3126,,"rgb(250,243,247)",PM*,1345435,6476
2711,8.61596951,-52.37309007,5.57,39.03,,F3IV-V,HD   3158,,"rgb(249,243,247)",PM*,3231878,6518
2734,8.73068052,13.37113666,6.39,8.15,,K0,HD   3166,,"rgb(255,218,184)",PM*,1435378,4438
2753,8.79006864,36.83223265,6.58,4.78,,G8III-IV...,HD   3165,,"rgb(254,204,157)",*,1545204,3878
2762,8.81199674,-3.59284649,5.2,47.51,,F8V...,*  13 Cet,,"rgb(253,242,240)",RS*,1355918,6099
2782,8.87134516,54.20349976,6.95,8.57,,A2,HD   3184,,"rgb(213,225,255)",PM*,81804,9056
2787,8.886806,-0.50560963,5.94,17.97,,F5IV,*  14 Cet,,"rgb(248,243,249)",PM*,1369980,6654
2789,8.88891067,-54.82187272,6.04,12.88,,K0IV,HD   3303,,"rgb(255,225,197)",PM*,3231688,4740
2796,8.9048886,67.92596016,6.92,1.12,,K2Ib-II,HD   3147,,"rgb(254,183,113)",s*r,222915,3128
2802,8.92156654,-48.00090673,5.51,27.61,,F6V,* lam02 Phe,,"rgb(249,243,248)",PM*,3232075,6571
2814,8.95288916,49.02114013,6.89,0.64,,A2,HD   3211,,"rgb(254,241,236)",SB*,22286,5909
2832,8.97833944,13.2070673,6.32,26.59,,F7V,HD 3268,,"rgb(251,243,244)",PM*,1435379,6312
2841,9.00370554,-59.71723967,6.91,16.71,,F2V,HD   3375,,"rgb(243,242,254)",PM*,3261887,7055
2843,9.00772486,-5.57072055,6.72,21.19,,F5,HD   3296,,"rgb(249,243,248)",PM*,1345427,6547
2846,9.01315183,-14.97303508,6.45,7.03,,K0III,HD   3325,,"rgb(255,222,191)",PM*,1305067,4596
2852,9.02857219,-22.84233332,6.06,20.12,,A5m...,V* BG Cet,,"rgb(236,239,255)",dS*,1277979,7480
2854,9.03462681,54.16845015,5.08,6.45,,B7III,HD   3240,,"rgb(192,212,254)",*,81805,11539
2865,9.08374886,27.25476316,6.51,4.65,,B8IIIMNp...,V* PY And,,"rgb(195,213,254)",a2*,1493452,11091
2876,9.11393972,60.32621461,5.78,0.97,,A4III,HD   3283,,"rgb(236,239,255)",*,129914,7500
2889,9.1568796,-65.12444559,6.43,5.05,,K2/K3III,HD   3444,,"rgb(254,212,173)",*,3261434,4194
2888,9.15823481,-49.132323,6.79,22.79,,G0/G1V,HD   3405,,"rgb(255,241,233)",SB*,3232088,5818
2900,9.19350416,44.48858693,5.14,4.97,,K5III,V* V428 And,,"rgb(253,199,146)",LP*,1591143,3667
2901,9.19377958,54.95736914,6.77,3.48,,K2,HD   3345,,"rgb(254,205,159)",*,81758,3919
2903,9.19713461,15.23172547,5.89,3.81,,B2.5IV,*  53 Psc,,"rgb(189,210,255)",bC*,1451938,12409
2907,9.20725351,-76.30958044,6.72,5.63,,F2/F3III,HD   3528,,"rgb(245,242,252)",*,3274666,6912
2912,9.22020689,33.71934362,4.34,4.97,,B5V,* pi. And,,"rgb(190,211,254)",SB*,1531388,11974
2920,9.24285251,53.89690937,3.69,5.46,,B2IV,* zet Cas,Fulu,"rgb(184,207,255)",Pu*,81935,13489
2926,9.27995656,24.01413647,6.18,9.75,,K2III,HD   3411,,"rgb(255,217,181)",*,1483823,4368
2937,9.32602545,-54.39381901,6.4,6.85,,K0II/IIICN,HD   3488,,"rgb(255,225,198)",PM*,3231697,4754
2941,9.33625274,-24.76726709,5.57,64.38,,K1V+...,HD   3443,,"rgb(255,238,226)",SB*,1278061,5550
2942,9.33841421,35.39950145,5.45,3.19,,G5III,HD   3421,,"rgb(255,231,209)",*,1531435,5034
2944,9.34384947,-37.28808005,6.99,22.29,,G8V,HD   3460,,"rgb(255,238,225)",**,1197143,5524
2948,9.36000049,40.33237779,6.85,5.98,,A0,HD   3431,,"rgb(204,219,254)",*,1556337,9870
2954,9.37704678,3.13535107,6.43,5.65,,K4III,HD   3457,,"rgb(254,209,166)",PM*,1404737,4052
2965,9.41974402,21.09973047,6.84,6.72,,K1III,HD   3468,,"rgb(255,220,187)",PM*,1474885,4512
2968,9.4404186,72.89485346,6.96,2.87,,B3,HD   3366,,"rgb(201,217,253)",*,240249,10188
2994,9.51892801,-0.50352917,6.64,4.46,,K2III,*  15 Cet,,"rgb(254,211,169)",*,1370033,4119
3025,9.6326926,-20.29657854,6.73,5.25,,Asp...,V* BB Cet,,"rgb(190,210,255)",a2*,1287453,12084
3030,9.63934272,60.32478192,6.77,-0.03,,K3Ib-II,HD   3489,,"rgb(253,193,135)",*,129918,3483
3031,9.63894077,29.31175144,4.34,19.34,,G5III...,* eps And,,"rgb(255,231,210)",PM*,1503169,5075
3042,9.66924121,-73.13761845,6.87,7.58,,A1m...,HD   3719,,"rgb(215,226,255)",*,3244320,8894
3045,9.67311851,46.95679872,6.72,9.13,,G5,HD   3531,,"rgb(255,227,201)",PM*,7858,4840
3056,9.7032615,-25.10781885,6.43,4.47,,K4III,HD   3605,,"rgb(254,203,154)",PM*,1257898,3820
3058,9.70530786,59.82615132,6.72,3.07,,A0,HD   3519,,"rgb(199,216,253)",*,129948,10368
3070,9.739621,26.3237563,6.92,4.14,,K3III,HD   3590,,"rgb(254,207,162)",*,1493497,3978
3083,9.79122542,49.35458862,5.45,2.45,,K5III,HD   3574,,"rgb(253,196,141)",*,22293,3589
3084,9.79714449,-57.96786156,6.81,12.5,,F5IV/V,HD   3698,,"rgb(249,243,247)",PM*,3231502,6523
3092,9.83198236,30.86102393,3.27,32.19,,K3III...,* del And,,"rgb(254,212,172)",SB*,1512653,4179
3093,9.84085866,21.25047245,5.88,90.03,,K0V,*  54 Psc,,"rgb(255,232,212)",PM*,1475130,5134
3114,9.91457696,-85.70087433,6.81,6.18,,K5III,HD   4229,,"rgb(254,212,173)",PM*,3273922,4194
3122,9.93170374,-11.15078115,6.83,13.82,,F5,HD   3708,,"rgb(247,243,250)",PM*,1315383,6714
3132,9.94686367,82.49376241,6.38,30.95,,F6V:,HD   3440,,"rgb(253,243,241)",PM*,290800,6166
3137,9.96645783,-44.79629257,6.0,10.75,,K1IIICN...,HD   3750,,"rgb(255,218,184)",HB*,3214535,4425
3138,9.981549,21.4384951,5.36,7.94,,F3V...,*  55 Psc,,"rgb(255,217,182)",*,1474888,4388
3142,9.99093241,-33.96144932,6.68,24.12,,F7V,G 267-153,,"rgb(251,243,244)",PM*,1209786,6303
3145,9.99784227,76.87113516,6.73,4.95,,K0,HD   3553,,"rgb(255,215,178)",*,266195,4310
3170,10.10695771,-59.45460432,5.89,39.26,,G1V,HD   3823,,"rgb(253,242,240)",PM*,3231262,6112
3175,10.1190937,-16.51667606,6.49,6.48,,G8III,HD   3794,,"rgb(255,229,206)",PM*,1305053,4969
3179,10.12683548,56.53733109,2.24,14.27,,K0II-IIIvar,* alf Cas,Schedar,"rgb(255,217,181)",PM*,106481,4368
3185,10.13670406,-23.80487605,6.14,35.02,,G3/G5V,HD   3795,,"rgb(255,238,226)",PM*,1278055,5540
3188,10.13891485,-29.42085913,6.75,4.87,,K0III,HD   3809,,"rgb(255,225,198)",*,1243232,4752
3193,10.17655087,-4.3518407,5.9,5.66,,K0III,HD   3807,,"rgb(255,221,188)",*,1355964,4534
3231,10.2799355,39.45866407,5.3,9.47,,G8III,*  32 And,,"rgb(255,230,208)",*,1556373,5020
3236,10.29947574,9.35505757,6.52,29.99,,F5,HD 3861,,"rgb(252,243,243)",PM*,1423834,6264
3240,10.30295675,52.19766582,6.74,8.73,,A0,HD   3802,,"rgb(210,223,255)",*,45048,9307
3245,10.33146537,-46.08500681,4.59,13.19,,G8III,* mu. Phe,,"rgb(255,227,202)",*,3214546,4858
3266,10.3936162,-25.19656326,6.55,5.73,,K1/K2III,HD   3917,,"rgb(255,213,174)",*,1257903,4224
3267,10.39425259,65.86821482,6.95,20.99,,F8,HD   3801,,"rgb(253,242,239)",PM*,203911,6051
3269,10.40017685,24.62900846,6.06,7.06,,A7m,HD   3883,,"rgb(236,239,255)",**,1483819,7474
3277,10.44332165,-56.50131553,5.72,15.29,3.95,Ap,* ksi Phe,,"rgb(217,228,255)",a2*,3231473,8738
3299,10.51425676,66.14759233,5.83,6.48,,G9III-IV,HD   3856,,"rgb(255,223,193)",*,203913,4644
3300,10.51623134,50.51252576,4.8,2.94,,B2.5V,* ksi Cas,,"rgb(192,212,254)",SB*,45736,11657
3316,10.56067636,-11.80486951,6.78,5.96,,K3III,HD   3975,,"rgb(254,208,165)",PM*,1315395,4037
3330,10.61822148,-65.46803008,5.38,24.59,,F6V,* rho Tuc,,"rgb(251,243,244)",SB*,3261594,6321
3334,10.62934357,58.75341065,6.18,3.21,,B9.5III,HD   3924,,"rgb(201,217,253)",*,132139,10175
3346,10.65828704,52.33715372,6.94,0.22,,B1III,V* V486 Cas,,"rgb(208,222,254)",SB*,45033,9444
3352,10.67479109,-60.26280759,5.99,13.73,,K5III,HD   4088,,"rgb(254,210,168)",PM*,3231312,4089
3356,10.67871585,-38.46348264,6.05,7.55,,B9.5V,* lam01 Scl,,"rgb(199,216,253)",**,1197163,10434
3369,10.71143027,-9.92169123,6.63,24.48,,F8,HD   4048,,"rgb(252,243,243)",*,1329046,6260
3371,10.71979279,16.66246429,6.56,6.93,,K0,HD   4014,,"rgb(255,216,180)",PM*,1463460,4346
3397,10.82291206,-45.18133594,6.98,6.72,,K0III,HD   4130,,"rgb(255,223,193)",*,3214537,4634
3405,10.83849351,-57.46305996,4.36,13.57,,A0IV,* eta Phe,,"rgb(204,219,254)",*,3231484,9835
3414,10.86695727,47.02454625,4.95,18.71,0.98,A5V,* pi. Cas,,"rgb(222,231,255)",SB*,7754,8402
3419,10.8973794,-17.9866046,2.04,34.04,,K0III,* bet Cet,Diphda,"rgb(255,224,195)",PM*,1296450,4697
3436,10.95870021,-12.01181258,6.01,18.76,,K1III,HD   4145,,"rgb(255,220,187)",RG*,1315399,4499
3438,10.96776959,33.31071533,6.92,12.96,,A5,HD   4119,,"rgb(238,239,255)",*,1531395,7392
3445,11.01243397,70.82342565,6.75,6.94,,K0,HD   4042,,"rgb(255,229,205)",*,240065,4940
3455,11.04750551,-10.60955044,4.77,15.54,,K0IIIvar,* phi01 Cet,,"rgb(255,225,197)",PM*,1329056,4747
3456,11.05041376,-38.42168566,5.9,8.76,,K1III,* lam02 Scl,,"rgb(255,218,183)",PM*,1197164,4421
3459,11.05998206,-49.38589269,6.86,9.56,,A3V,HD   4228,,"rgb(218,228,255)",*,3214329,8667
3478,11.10913203,47.86398376,5.66,4.29,,B5V...,*  68 Cas,,"rgb(191,211,254)",*,23092,11796
3489,11.13189083,-62.49759073,6.06,11.89,,F5III/IV,HD 4294,,"rgb(248,243,249)",**,3231007,6644
3490,11.14745645,-78.08218869,6.61,4.96,,K0III,HD   4438,,"rgb(255,221,190)",*,3274724,4560
3497,11.16361558,-65.64952233,6.55,45.76,,G3V,HD   4308,,"rgb(255,240,232)",PM*,3261446,5760
3504,11.1813238,48.2843641,4.48,3.6,,B5III,* omi Cas,,"rgb(195,213,254)",Be*,23062,11076
3505,11.18498226,-22.00613523,5.22,35.92,,F0V,HD   4247,,"rgb(241,241,254)",PM*,1287354,7158
3509,11.20041874,67.15818131,6.9,21.8,,F8,HD 4132,,"rgb(250,243,246)",PM*,222853,6425
3517,11.22769673,-63.19662031,6.94,2.51,,K4II/IIICNV:,HD   4332,,"rgb(254,202,152)",*,3261653,3787
3521,11.23772103,-42.67655849,5.94,15.01,,A7V,HD   4293,,"rgb(236,239,255)",PM*,1153509,7480
3527,11.24975308,-53.71489502,6.15,22.09,,F7III,HD   4304,,"rgb(252,243,243)",PM*,3231676,6282
3532,11.26004159,62.52860388,6.62,1.61,,K0,HD   4179,,"rgb(254,209,167)",*,166761,4068
3544,11.32156044,55.22139572,5.41,9.28,,A2Vs,HD   4222,,"rgb(204,219,254)",*,81771,9858
3552,11.35052385,-4.62915989,6.15,2.93,,M0III,HD   4301,,"rgb(253,196,141)",PM*,1356141,3578
3559,11.36953277,-12.8808096,6.15,31.39,,G2V,*  18 Cet,,"rgb(254,241,237)",PM*,1315635,5955
3572,11.4128236,74.98807307,5.64,11.24,4.47,A2IV,*  21 Cas,,"rgb(210,223,255)",EB*,253533,9245
3576,11.42378103,-16.42421984,6.47,11.38,,F0IV,HD   4338,,"rgb(238,240,255)",**,1305324,7374
3583,11.4399708,-47.55198527,5.8,66.92,,G5IV,HD   4391,,"rgb(255,241,234)",EB*,3214312,5833
3584,11.44146805,56.77488697,6.95,0.57,,F2Iab:,HD   4266,,"rgb(246,243,251)",*,106476,6806
3604,11.5450561,44.86149712,6.03,7.21,,B9.5IIIMNp.,HD   4335,,"rgb(195,214,253)",*,8324,10985
3607,11.54897393,-22.52209695,5.49,9.78,,G8/K0III,HD   4398,,"rgb(255,226,199)",PM*,1278345,4796
3611,11.56272073,55.30538063,6.51,5.62,,A2III,HD   4321,,"rgb(223,231,255)",*,81777,8313
3632,11.63732574,15.47550446,5.36,5.55,,M4III,*  57 Psc,,"rgb(254,200,148)",LP*,1452413,3706
3637,11.65530519,-30.19093613,6.81,8.31,,K2III,HD   4471,,"rgb(255,214,176)",*,1244089,4260
3638,11.65753534,46.89378445,6.86,3.83,,K0,HD   4385,,"rgb(255,215,178)",*,7758,4308
3641,11.66044163,69.32540848,6.39,24.65,,F3V,HD 4295,,"rgb(247,243,251)",PM*,222877,6754
3649,11.67691363,59.57453908,6.41,-0.17,,G0Ib,HD   4362,,"rgb(255,221,189)",*,132299,4556
3650,11.68682916,21.62432903,6.95,8.7,,F8IV,HD   4432,,"rgb(253,242,240)",PM*,1475155,6124
3675,11.75607711,11.97384928,5.51,12.45,,G8II,*  58 Psc,,"rgb(255,226,199)",SB*,1435665,4774
3685,11.80677889,19.57870241,6.11,9.35,,F0Vn,*  59 Psc,,"rgb(234,237,255)",dS*,1475131,7658
3693,11.83468919,24.26717799,4.08,17.98,,K1II,* zet And,,"rgb(255,220,188)",RS*,1484053,4514
3697,11.84846603,6.74095641,5.98,7.16,,G8III,*  60 Psc,,"rgb(255,228,203)",SB*,1415014,4889
3717,11.93008447,-18.06133903,5.7,8.11,,K3III,HD   4585,,"rgb(254,211,169)",*,1296561,4121
3719,11.93758352,26.29165445,6.93,4.4,,K0III,HD   4550,,"rgb(255,221,189)",PM*,1493873,4547
3721,11.94188855,74.84757295,5.42,4.06,,B8III,*  23 Cas,,"rgb(195,213,253)",SB*,253511,11030
3730,11.97845175,20.92534584,6.51,17.41,,F8V,* 61 Psc,,"rgb(252,243,244)",PM*,1475208,6295
3736,11.99594285,51.44475355,6.86,3.12,,A0,HD   4536,,"rgb(213,225,255)",**,45607,9027
3741,12.00444392,-21.72249221,5.57,6.72,,B9V,HD   4622,,"rgb(196,214,253)",*,1287872,10911
3750,12.03807254,72.67448173,5.86,14.65,,K0IV,HD   4440,,"rgb(255,225,196)",SB*,240049,4718
3755,12.04869953,65.11960982,6.91,5.63,,G5,HD   4523,,"rgb(255,227,202)",*,203941,4866
3760,12.07254207,7.29992806,5.92,4.93,,G8III,*  62 Psc,,"rgb(255,220,187)",PM*,1415043,4506
3765,12.09573817,5.28061493,5.74,134.04,,K2V,HD   4628,,"rgb(255,230,208)",PM*,1405432,5023
3781,12.14757205,-74.92343763,5.09,15.94,,K5III,* lam Hyi,,"rgb(254,209,166)",PM*,3244962,4042
3786,12.17060122,7.58507917,4.44,10.69,,K5III,* del Psc,,"rgb(254,202,153)",PM*,1415044,3793
3787,12.17125692,52.10081065,6.82,2.74,,F8,HD   4615,,"rgb(255,233,213)",*,45598,5151
3788,12.17196273,-28.49543119,6.78,15.91,,F0V,HD   4691,,"rgb(241,241,254)",**,1244136,7169
3801,12.20842239,50.96816767,4.9,8.37,,B9III,* nu. Cas,,"rgb(193,212,254)",V*,45609,11423
3807,12.23636576,-46.69764768,6.28,8.4,,G8III,HD   4737,,"rgb(255,230,207)",*,3197752,5004
3810,12.24461788,16.94064377,5.07,41.8,,F8V...,* 64 Psc,,"rgb(251,243,245)",SB*,1463752,6379
3823,12.26941586,14.80920315,6.95,4.03,,K5,HD   4698,,"rgb(254,201,151)",V*,1452452,3765
3821,12.27621323,57.81518734,3.46,167.99,,G0V SB,* eta Cas,Achird,"rgb(254,242,238)",PM*,106647,6018
3834,12.30811653,-24.13667172,5.9,17.7,,K0III,HD   4732,,"rgb(255,228,203)",PM*,1278450,4881
3849,12.35673214,-13.56127432,5.59,10.02,,K3III,HD   4730,,"rgb(254,210,167)",PM*,1315621,4077
3858,12.38929139,-23.36214378,6.27,3.8,,A3IV,HD   4772,,"rgb(217,228,255)",*,1278424,8729
3865,12.40504485,47.76392743,6.66,11.53,,A2,HD   4701,,"rgb(234,238,255)",PM*,23108,7611
3881,12.45353036,41.07891087,4.53,4.8,,B5V SB,* nu. And,,"rgb(189,210,255)",SB*,1576362,12216
3885,12.47152416,27.71028626,5.55,9.4,,F5III+...,*  65 Psc,,"rgb(245,242,252)",**,1503419,6890
3889,12.4789787,-0.22413818,6.64,3.22,,K0,HD   4790,,"rgb(254,208,163)",*,1370641,4000
3901,12.50949348,70.77416598,6.9,5.9,,B9,HD   4667,,"rgb(196,214,253)",*,240105,10867
